stock_id,date,product_name,product_category,unit_sold,price,cost,stock_available
DQ-E-PMD,5/14/2025,Printer Mini DQLab,Elektronik,24,599850,524850,93
DQ-KC-KWD,5/14/2025,Kertas Warna DQLab,Kertas & Cetak,271,239850,209850,370
DQ-E-KBD,5/14/2025,Kalkulator Besar DQLab,Elektronik,49,149850,104850,110
DQ-O-MED,5/14/2025,Map Eksklusif DQLab,Organisasi,10,299850,209850,27
DQ-M-TKD,5/14/2025,Tempat Kartu DQLab,Merchandise,22,149850,74850,111
DQ-E-LMD,5/14/2025,Label Maker DQLab,Elektronik,70,299850,224850,120
DQ-AT-TRD,5/14/2025,Tipe-X Roller DQLab,Alat Tulis,204,44850,29850,216
DQ-E-STD,5/14/2025,Stempel + Tinta DQLab,Elektronik,8,374850,314850,86
DQ-PM-SBD,5/14/2025,Staples + Box DQLab,Perlengkapan Meja,20,74850,59850,113
DQ-M-GKD,5/14/2025,Gantungan Kunci DQLab,Merchandise,23,299850,134850,46
DQ-E-PLD,5/14/2025,Powerbank Logo DQLab,Elektronik,112,299850,269850,147
DQ-P-LCD,5/14/2025,Lakban + Cutter DQLab,Pengemasan,92,134850,119850,171
DQ-E-TMD,5/14/2025,Timbangan Mini DQLab,Elektronik,11,224850,179850,78
DQ-E-SMD,5/14/2025,Speaker Mini DQLab,Elektronik,11,389850,314850,60
DQ-M-BAD,5/15/2025,Buku Agenda DQLab,Merchandise,45,239850,149850,105
DQ-M-TLD,5/15/2025,Termos Logo DQLab,Merchandise,94,194850,149850,108
DQ-AT-SND,5/15/2025,Sticky Notes DQLab,Alat Tulis,183,59850,29850,269
DQ-BC-NAD,5/15/2025,Notebook A5 DQLab,Buku Catatan,18,194850,149850,59
DQ-E-EKD,5/15/2025,Earphone Kantor DQLab,Elektronik,77,224850,104850,166
DQ-M-BMD,5/15/2025,Botol Minum DQLab,Merchandise,41,239850,179850,51
DQ-KC-KND,5/15/2025,Kartu Nama DQLab,Kertas & Cetak,126,104850,59850,212
DQ-AT-PMD,5/15/2025,Pulpen Metal DQLab,Alat Tulis,48,164850,149850,111
DQ-O-KSD,5/15/2025,Kotak Serbaguna DQLab,Organisasi,20,224850,164850,40
DQ-PM-BSD,5/15/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,36,314850,164850,98
DQ-O-RMD,5/15/2025,Rak Meja DQLab,Organisasi,53,179850,134850,70
DQ-E-HKD,5/15/2025,Headset Kantor DQLab,Elektronik,37,314850,224850,71
DQ-KC-LND,5/15/2025,Label Nama DQLab,Kertas & Cetak,80,164850,89850,129
DQ-M-MCD,5/15/2025,Mousepad Custom DQLab,Merchandise,43,89850,59850,84
DQ-M-MCD,5/15/2025,Mousepad Custom DQLab,Merchandise,43,89850,59850,84
DQ-AT-SPD,5/15/2025,Set Pulpen DQLab,Alat Tulis,5,149850,44850,102
DQ-M-STED,5/15/2025,Set Tulis Eksekutif DQLab,Merchandise,46,299850,209850,83
DQ-E-PMD,5/15/2025,Printer Mini DQLab,Elektronik,53,599850,524850,140
DQ-KC-KWD,5/15/2025,Kertas Warna DQLab,Kertas & Cetak,305,239850,209850,317
DQ-PM-PKD,5/15/2025,Papan Klip DQLab,Perlengkapan Meja,5,374850,134850,98
DQ-E-KBD,5/15/2025,Kalkulator Besar DQLab,Elektronik,33,149850,104850,121
DQ-M-TKD,5/15/2025,Tempat Kartu DQLab,Merchandise,6,149850,74850,77
DQ-E-LMD,5/15/2025,Label Maker DQLab,Elektronik,110,299850,224850,146
DQ-AT-TRD,5/15/2025,Tipe-X Roller DQLab,Alat Tulis,261,44850,29850,315
DQ-E-STD,5/15/2025,Stempel + Tinta DQLab,Elektronik,14,374850,314850,48
DQ-PM-SBD,5/15/2025,Staples + Box DQLab,Perlengkapan Meja,19,74850,59850,89
DQ-M-GKD,5/15/2025,Gantungan Kunci DQLab,Merchandise,11,299850,134850,64
DQ-E-PLD,5/15/2025,Powerbank Logo DQLab,Elektronik,43,299850,269850,98
DQ-P-LCD,5/15/2025,Lakban + Cutter DQLab,Pengemasan,88,134850,119850,111
DQ-E-TMD,5/15/2025,Timbangan Mini DQLab,Elektronik,23,224850,179850,40
DQ-M-TLD,5/15/2025,Tumbler Logo DQLab,Merchandise,10,194850,164850,67
DQ-E-SMD,5/15/2025,Speaker Mini DQLab,Elektronik,32,389850,314850,55
DQ-KC-KUD,5/15/2025,Kartu Ucapan DQLab,Kertas & Cetak,12,119850,59850,86
DQ-KC-KUD,5/15/2025,Kartu Ucapan DQLab,Kertas & Cetak,12,119850,59850,86
DQ-M-BAD,5/16/2025,Buku Agenda DQLab,Merchandise,38,239850,149850,127
DQ-M-TLD,5/16/2025,Termos Logo DQLab,Merchandise,22,194850,149850,113
DQ-AT-SND,5/16/2025,Sticky Notes DQLab,Alat Tulis,63,59850,29850,79
DQ-M-DKD,5/16/2025,Dompet Kartu DQLab,Merchandise,24,149850,119850,112
DQ-E-EKD,5/16/2025,Earphone Kantor DQLab,Elektronik,32,224850,104850,129
DQ-M-BMD,5/16/2025,Botol Minum DQLab,Merchandise,50,239850,179850,108
DQ-KC-KND,5/16/2025,Kartu Nama DQLab,Kertas & Cetak,60,104850,59850,124
DQ-AT-PMD,5/16/2025,Pulpen Metal DQLab,Alat Tulis,93,164850,149850,115
DQ-O-KSD,5/16/2025,Kotak Serbaguna DQLab,Organisasi,11,224850,164850,93
DQ-PM-BSD,5/16/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,17,314850,164850,82
DQ-O-RMD,5/16/2025,Rak Meja DQLab,Organisasi,50,179850,134850,115
DQ-E-HKD,5/16/2025,Headset Kantor DQLab,Elektronik,32,314850,224850,56
DQ-KC-LND,5/16/2025,Label Nama DQLab,Kertas & Cetak,46,164850,89850,112
DQ-M-MCD,5/16/2025,Mousepad Custom DQLab,Merchandise,43,89850,59850,110
DQ-M-MCD,5/16/2025,Mousepad Custom DQLab,Merchandise,43,89850,59850,110
DQ-AT-SPD,5/16/2025,Set Pulpen DQLab,Alat Tulis,13,149850,44850,57
DQ-M-STED,5/16/2025,Set Tulis Eksekutif DQLab,Merchandise,32,299850,209850,129
DQ-E-PMD,5/16/2025,Printer Mini DQLab,Elektronik,83,599850,524850,108
DQ-KC-KWD,5/16/2025,Kertas Warna DQLab,Kertas & Cetak,215,239850,209850,232
DQ-E-KBD,5/16/2025,Kalkulator Besar DQLab,Elektronik,16,149850,104850,112
DQ-O-MED,5/16/2025,Map Eksklusif DQLab,Organisasi,4,299850,209850,58
DQ-M-TKD,5/16/2025,Tempat Kartu DQLab,Merchandise,2,149850,74850,51
DQ-E-LMD,5/16/2025,Label Maker DQLab,Elektronik,40,299850,224850,103
DQ-AT-TRD,5/16/2025,Tipe-X Roller DQLab,Alat Tulis,208,44850,29850,231
DQ-PM-SBD,5/16/2025,Staples + Box DQLab,Perlengkapan Meja,44,74850,59850,112
DQ-M-GKD,5/16/2025,Gantungan Kunci DQLab,Merchandise,12,299850,134850,74
DQ-E-PLD,5/16/2025,Powerbank Logo DQLab,Elektronik,37,299850,269850,73
DQ-P-LCD,5/16/2025,Lakban + Cutter DQLab,Pengemasan,69,134850,119850,125
DQ-M-TLD,5/16/2025,Tumbler Logo DQLab,Merchandise,16,194850,164850,105
DQ-E-SMD,5/16/2025,Speaker Mini DQLab,Elektronik,12,389850,314850,27
DQ-KC-KUD,5/16/2025,Kartu Ucapan DQLab,Kertas & Cetak,18,119850,59850,82
DQ-KC-KUD,5/16/2025,Kartu Ucapan DQLab,Kertas & Cetak,18,119850,59850,82
DQ-M-BAD,5/17/2025,Buku Agenda DQLab,Merchandise,65,239850,149850,118
DQ-M-TLD,5/17/2025,Termos Logo DQLab,Merchandise,45,194850,149850,72
DQ-AT-SND,5/17/2025,Sticky Notes DQLab,Alat Tulis,27,59850,29850,52
DQ-BC-NAD,5/17/2025,Notebook A5 DQLab,Buku Catatan,22,194850,149850,43
DQ-E-EKD,5/17/2025,Earphone Kantor DQLab,Elektronik,117,224850,104850,146
DQ-M-BMD,5/17/2025,Botol Minum DQLab,Merchandise,3,239850,179850,57
DQ-KC-KND,5/17/2025,Kartu Nama DQLab,Kertas & Cetak,88,104850,59850,161
DQ-AT-PMD,5/17/2025,Pulpen Metal DQLab,Alat Tulis,117,164850,149850,185
DQ-O-KSD,5/17/2025,Kotak Serbaguna DQLab,Organisasi,32,224850,164850,131
DQ-PM-BSD,5/17/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,24,314850,164850,55
DQ-O-RMD,5/17/2025,Rak Meja DQLab,Organisasi,84,179850,134850,140
DQ-E-HKD,5/17/2025,Headset Kantor DQLab,Elektronik,79,314850,224850,117
DQ-KC-LND,5/17/2025,Label Nama DQLab,Kertas & Cetak,30,164850,89850,125
DQ-M-MCD,5/17/2025,Mousepad Custom DQLab,Merchandise,75,89850,59850,129
DQ-M-MCD,5/17/2025,Mousepad Custom DQLab,Merchandise,75,89850,59850,129
DQ-E-PMD,5/17/2025,Printer Mini DQLab,Elektronik,98,599850,524850,184
DQ-KC-KWD,5/17/2025,Kertas Warna DQLab,Kertas & Cetak,345,239850,209850,363
DQ-O-MED,5/17/2025,Map Eksklusif DQLab,Organisasi,50,299850,209850,83
DQ-M-TKD,5/17/2025,Tempat Kartu DQLab,Merchandise,27,149850,74850,51
DQ-E-LMD,5/17/2025,Label Maker DQLab,Elektronik,38,299850,224850,83
DQ-AT-TRD,5/17/2025,Tipe-X Roller DQLab,Alat Tulis,172,44850,29850,194
DQ-E-STD,5/17/2025,Stempel + Tinta DQLab,Elektronik,18,374850,314850,71
DQ-M-GKD,5/17/2025,Gantungan Kunci DQLab,Merchandise,21,299850,134850,101
DQ-E-PLD,5/17/2025,Powerbank Logo DQLab,Elektronik,70,299850,269850,151
DQ-P-LCD,5/17/2025,Lakban + Cutter DQLab,Pengemasan,13,134850,119850,100
DQ-E-TMD,5/17/2025,Timbangan Mini DQLab,Elektronik,21,224850,179850,106
DQ-M-TLD,5/17/2025,Tumbler Logo DQLab,Merchandise,4,194850,164850,49
DQ-KC-KUD,5/17/2025,Kartu Ucapan DQLab,Kertas & Cetak,12,119850,59850,82
DQ-KC-KUD,5/17/2025,Kartu Ucapan DQLab,Kertas & Cetak,12,119850,59850,82
DQ-M-BAD,5/18/2025,Buku Agenda DQLab,Merchandise,227,239850,149850,317
DQ-M-TLD,5/18/2025,Termos Logo DQLab,Merchandise,106,194850,149850,155
DQ-AT-SND,5/18/2025,Sticky Notes DQLab,Alat Tulis,124,59850,29850,160
DQ-M-DKD,5/18/2025,Dompet Kartu DQLab,Merchandise,22,149850,119850,32
DQ-E-EKD,5/18/2025,Earphone Kantor DQLab,Elektronik,149,224850,104850,192
DQ-M-BMD,5/18/2025,Botol Minum DQLab,Merchandise,29,239850,179850,106
DQ-KC-KND,5/18/2025,Kartu Nama DQLab,Kertas & Cetak,194,104850,59850,291
DQ-AT-PMD,5/18/2025,Pulpen Metal DQLab,Alat Tulis,105,164850,149850,135
DQ-O-KSD,5/18/2025,Kotak Serbaguna DQLab,Organisasi,44,224850,164850,86
DQ-PM-BSD,5/18/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,7,314850,164850,23
DQ-O-RMD,5/18/2025,Rak Meja DQLab,Organisasi,28,179850,134850,102
DQ-E-HKD,5/18/2025,Headset Kantor DQLab,Elektronik,8,314850,224850,20
DQ-KC-LND,5/18/2025,Label Nama DQLab,Kertas & Cetak,44,164850,89850,104
DQ-M-MCD,5/18/2025,Mousepad Custom DQLab,Merchandise,65,89850,59850,153
DQ-M-MCD,5/18/2025,Mousepad Custom DQLab,Merchandise,65,89850,59850,153
DQ-AT-SPD,5/18/2025,Set Pulpen DQLab,Alat Tulis,26,149850,44850,89
DQ-M-STED,5/18/2025,Set Tulis Eksekutif DQLab,Merchandise,69,299850,209850,158
DQ-E-PMD,5/18/2025,Printer Mini DQLab,Elektronik,67,599850,524850,150
DQ-KC-KWD,5/18/2025,Kertas Warna DQLab,Kertas & Cetak,179,239850,209850,247
DQ-E-KBD,5/18/2025,Kalkulator Besar DQLab,Elektronik,105,149850,104850,120
DQ-O-MED,5/18/2025,Map Eksklusif DQLab,Organisasi,8,299850,209850,46
DQ-E-LMD,5/18/2025,Label Maker DQLab,Elektronik,82,299850,224850,108
DQ-AT-TRD,5/18/2025,Tipe-X Roller DQLab,Alat Tulis,341,44850,29850,410
DQ-E-STD,5/18/2025,Stempel + Tinta DQLab,Elektronik,18,374850,314850,49
DQ-PM-SBD,5/18/2025,Staples + Box DQLab,Perlengkapan Meja,31,74850,59850,64
DQ-M-GKD,5/18/2025,Gantungan Kunci DQLab,Merchandise,46,299850,134850,136
DQ-E-PLD,5/18/2025,Powerbank Logo DQLab,Elektronik,66,299850,269850,160
DQ-P-LCD,5/18/2025,Lakban + Cutter DQLab,Pengemasan,105,134850,119850,165
DQ-E-TMD,5/18/2025,Timbangan Mini DQLab,Elektronik,27,224850,179850,86
DQ-M-TLD,5/18/2025,Tumbler Logo DQLab,Merchandise,13,194850,164850,33
DQ-E-SMD,5/18/2025,Speaker Mini DQLab,Elektronik,37,389850,314850,102
DQ-M-BAD,5/19/2025,Buku Agenda DQLab,Merchandise,185,239850,149850,265
DQ-M-TLD,5/19/2025,Termos Logo DQLab,Merchandise,22,194850,149850,73
DQ-AT-SND,5/19/2025,Sticky Notes DQLab,Alat Tulis,282,59850,29850,330
DQ-BC-NAD,5/19/2025,Notebook A5 DQLab,Buku Catatan,7,194850,149850,85
DQ-E-EKD,5/19/2025,Earphone Kantor DQLab,Elektronik,106,224850,104850,163
DQ-M-BMD,5/19/2025,Botol Minum DQLab,Merchandise,151,239850,179850,217
DQ-KC-KND,5/19/2025,Kartu Nama DQLab,Kertas & Cetak,173,104850,59850,203
DQ-AT-PMD,5/19/2025,Pulpen Metal DQLab,Alat Tulis,95,164850,149850,186
DQ-O-KSD,5/19/2025,Kotak Serbaguna DQLab,Organisasi,37,224850,164850,66
DQ-PM-BSD,5/19/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,69,314850,164850,93
DQ-O-RMD,5/19/2025,Rak Meja DQLab,Organisasi,20,179850,134850,98
DQ-E-HKD,5/19/2025,Headset Kantor DQLab,Elektronik,49,314850,224850,135
DQ-KC-LND,5/19/2025,Label Nama DQLab,Kertas & Cetak,60,164850,89850,120
DQ-M-MCD,5/19/2025,Mousepad Custom DQLab,Merchandise,149,89850,59850,234
DQ-M-MCD,5/19/2025,Mousepad Custom DQLab,Merchandise,149,89850,59850,234
DQ-AT-SPD,5/19/2025,Set Pulpen DQLab,Alat Tulis,62,149850,44850,133
DQ-M-STED,5/19/2025,Set Tulis Eksekutif DQLab,Merchandise,27,299850,209850,121
DQ-E-PMD,5/19/2025,Printer Mini DQLab,Elektronik,100,599850,524850,146
DQ-KC-KWD,5/19/2025,Kertas Warna DQLab,Kertas & Cetak,357,239850,209850,372
DQ-E-KBD,5/19/2025,Kalkulator Besar DQLab,Elektronik,129,149850,104850,209
DQ-O-MED,5/19/2025,Map Eksklusif DQLab,Organisasi,6,299850,209850,41
DQ-M-TKD,5/19/2025,Tempat Kartu DQLab,Merchandise,71,149850,74850,88
DQ-E-LMD,5/19/2025,Label Maker DQLab,Elektronik,94,299850,224850,176
DQ-AT-TRD,5/19/2025,Tipe-X Roller DQLab,Alat Tulis,302,44850,29850,315
DQ-E-STD,5/19/2025,Stempel + Tinta DQLab,Elektronik,15,374850,314850,45
DQ-PM-SBD,5/19/2025,Staples + Box DQLab,Perlengkapan Meja,5,74850,59850,45
DQ-M-GKD,5/19/2025,Gantungan Kunci DQLab,Merchandise,10,299850,134850,40
DQ-E-PLD,5/19/2025,Powerbank Logo DQLab,Elektronik,115,299850,269850,149
DQ-P-LCD,5/19/2025,Lakban + Cutter DQLab,Pengemasan,181,134850,119850,205
DQ-E-TMD,5/19/2025,Timbangan Mini DQLab,Elektronik,1,224850,179850,45
DQ-M-TLD,5/19/2025,Tumbler Logo DQLab,Merchandise,21,194850,164850,79
DQ-E-SMD,5/19/2025,Speaker Mini DQLab,Elektronik,12,389850,314850,64
DQ-KC-KUD,5/19/2025,Kartu Ucapan DQLab,Kertas & Cetak,7,119850,59850,57
DQ-KC-KUD,5/19/2025,Kartu Ucapan DQLab,Kertas & Cetak,7,119850,59850,57
DQ-M-BAD,5/20/2025,Buku Agenda DQLab,Merchandise,99,239850,149850,145
DQ-M-TLD,5/20/2025,Termos Logo DQLab,Merchandise,103,194850,149850,169
DQ-AT-SND,5/20/2025,Sticky Notes DQLab,Alat Tulis,334,59850,29850,385
DQ-BC-NAD,5/20/2025,Notebook A5 DQLab,Buku Catatan,10,194850,149850,66
DQ-E-EKD,5/20/2025,Earphone Kantor DQLab,Elektronik,66,224850,104850,136
DQ-M-BMD,5/20/2025,Botol Minum DQLab,Merchandise,59,239850,179850,82
DQ-KC-KND,5/20/2025,Kartu Nama DQLab,Kertas & Cetak,161,104850,59850,238
DQ-AT-PMD,5/20/2025,Pulpen Metal DQLab,Alat Tulis,304,164850,149850,366
DQ-O-KSD,5/20/2025,Kotak Serbaguna DQLab,Organisasi,158,224850,164850,251
DQ-PM-BSD,5/20/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,55,314850,164850,98
DQ-O-RMD,5/20/2025,Rak Meja DQLab,Organisasi,125,179850,134850,210
DQ-E-HKD,5/20/2025,Headset Kantor DQLab,Elektronik,45,314850,224850,78
DQ-KC-LND,5/20/2025,Label Nama DQLab,Kertas & Cetak,74,164850,89850,103
DQ-M-MCD,5/20/2025,Mousepad Custom DQLab,Merchandise,60,89850,59850,138
DQ-M-MCD,5/20/2025,Mousepad Custom DQLab,Merchandise,60,89850,59850,138
DQ-AT-SPD,5/20/2025,Set Pulpen DQLab,Alat Tulis,8,149850,44850,47
DQ-M-STED,5/20/2025,Set Tulis Eksekutif DQLab,Merchandise,92,299850,209850,189
DQ-E-PMD,5/20/2025,Printer Mini DQLab,Elektronik,156,599850,524850,172
DQ-KC-KWD,5/20/2025,Kertas Warna DQLab,Kertas & Cetak,287,239850,209850,332
DQ-PM-PKD,5/20/2025,Papan Klip DQLab,Perlengkapan Meja,13,374850,134850,60
DQ-E-KBD,5/20/2025,Kalkulator Besar DQLab,Elektronik,192,149850,104850,281
DQ-M-TKD,5/20/2025,Tempat Kartu DQLab,Merchandise,42,149850,74850,103
DQ-E-LMD,5/20/2025,Label Maker DQLab,Elektronik,71,299850,224850,95
DQ-AT-TRD,5/20/2025,Tipe-X Roller DQLab,Alat Tulis,295,44850,29850,350
DQ-E-STD,5/20/2025,Stempel + Tinta DQLab,Elektronik,11,374850,314850,43
DQ-PM-SBD,5/20/2025,Staples + Box DQLab,Perlengkapan Meja,77,74850,59850,98
DQ-M-GKD,5/20/2025,Gantungan Kunci DQLab,Merchandise,9,299850,134850,62
DQ-E-PLD,5/20/2025,Powerbank Logo DQLab,Elektronik,68,299850,269850,92
DQ-P-LCD,5/20/2025,Lakban + Cutter DQLab,Pengemasan,232,134850,119850,290
DQ-E-TMD,5/20/2025,Timbangan Mini DQLab,Elektronik,23,224850,179850,53
DQ-M-TLD,5/20/2025,Tumbler Logo DQLab,Merchandise,34,194850,164850,58
DQ-E-SMD,5/20/2025,Speaker Mini DQLab,Elektronik,30,389850,314850,53
DQ-KC-KUD,5/20/2025,Kartu Ucapan DQLab,Kertas & Cetak,19,119850,59850,70
DQ-KC-KUD,5/20/2025,Kartu Ucapan DQLab,Kertas & Cetak,19,119850,59850,70
DQ-M-BAD,5/21/2025,Buku Agenda DQLab,Merchandise,104,239850,149850,193
DQ-M-TLD,5/21/2025,Termos Logo DQLab,Merchandise,30,194850,149850,54
DQ-AT-SND,5/21/2025,Sticky Notes DQLab,Alat Tulis,156,59850,29850,228
DQ-E-EKD,5/21/2025,Earphone Kantor DQLab,Elektronik,75,224850,104850,152
DQ-M-BMD,5/21/2025,Botol Minum DQLab,Merchandise,12,239850,179850,48
DQ-KC-KND,5/21/2025,Kartu Nama DQLab,Kertas & Cetak,126,104850,59850,222
DQ-AT-PMD,5/21/2025,Pulpen Metal DQLab,Alat Tulis,70,164850,149850,132
DQ-O-KSD,5/21/2025,Kotak Serbaguna DQLab,Organisasi,18,224850,164850,79
DQ-PM-BSD,5/21/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,28,314850,164850,100
DQ-O-RMD,5/21/2025,Rak Meja DQLab,Organisasi,10,179850,134850,92
DQ-E-HKD,5/21/2025,Headset Kantor DQLab,Elektronik,104,314850,224850,166
DQ-KC-LND,5/21/2025,Label Nama DQLab,Kertas & Cetak,11,164850,89850,77
DQ-M-MCD,5/21/2025,Mousepad Custom DQLab,Merchandise,23,89850,59850,84
DQ-M-MCD,5/21/2025,Mousepad Custom DQLab,Merchandise,23,89850,59850,84
DQ-M-STED,5/21/2025,Set Tulis Eksekutif DQLab,Merchandise,21,299850,209850,73
DQ-E-PMD,5/21/2025,Printer Mini DQLab,Elektronik,69,599850,524850,85
DQ-KC-KWD,5/21/2025,Kertas Warna DQLab,Kertas & Cetak,228,239850,209850,279
DQ-PM-PKD,5/21/2025,Papan Klip DQLab,Perlengkapan Meja,26,374850,134850,39
DQ-E-KBD,5/21/2025,Kalkulator Besar DQLab,Elektronik,18,149850,104850,96
DQ-O-MED,5/21/2025,Map Eksklusif DQLab,Organisasi,12,299850,209850,26
DQ-M-TKD,5/21/2025,Tempat Kartu DQLab,Merchandise,7,149850,74850,91
DQ-E-LMD,5/21/2025,Label Maker DQLab,Elektronik,66,299850,224850,155
DQ-AT-TRD,5/21/2025,Tipe-X Roller DQLab,Alat Tulis,99,44850,29850,149
DQ-E-STD,5/21/2025,Stempel + Tinta DQLab,Elektronik,12,374850,314850,25
DQ-PM-SBD,5/21/2025,Staples + Box DQLab,Perlengkapan Meja,31,74850,59850,42
DQ-E-PLD,5/21/2025,Powerbank Logo DQLab,Elektronik,55,299850,269850,131
DQ-P-LCD,5/21/2025,Lakban + Cutter DQLab,Pengemasan,35,134850,119850,65
DQ-M-TLD,5/21/2025,Tumbler Logo DQLab,Merchandise,3,194850,164850,82
DQ-E-SMD,5/21/2025,Speaker Mini DQLab,Elektronik,11,389850,314850,63
DQ-KC-KUD,5/21/2025,Kartu Ucapan DQLab,Kertas & Cetak,6,119850,59850,97
DQ-KC-KUD,5/21/2025,Kartu Ucapan DQLab,Kertas & Cetak,6,119850,59850,97
DQ-M-BAD,5/22/2025,Buku Agenda DQLab,Merchandise,37,239850,149850,115
DQ-M-TLD,5/22/2025,Termos Logo DQLab,Merchandise,82,194850,149850,100
DQ-AT-SND,5/22/2025,Sticky Notes DQLab,Alat Tulis,113,59850,29850,206
DQ-M-DKD,5/22/2025,Dompet Kartu DQLab,Merchandise,11,149850,119850,48
DQ-E-EKD,5/22/2025,Earphone Kantor DQLab,Elektronik,67,224850,104850,102
DQ-M-BMD,5/22/2025,Botol Minum DQLab,Merchandise,9,239850,179850,100
DQ-KC-KND,5/22/2025,Kartu Nama DQLab,Kertas & Cetak,71,104850,59850,163
DQ-AT-PMD,5/22/2025,Pulpen Metal DQLab,Alat Tulis,55,164850,149850,67
DQ-O-KSD,5/22/2025,Kotak Serbaguna DQLab,Organisasi,22,224850,164850,104
DQ-PM-BSD,5/22/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,86,314850,164850,144
DQ-O-RMD,5/22/2025,Rak Meja DQLab,Organisasi,26,179850,134850,52
DQ-E-HKD,5/22/2025,Headset Kantor DQLab,Elektronik,61,314850,224850,133
DQ-KC-LND,5/22/2025,Label Nama DQLab,Kertas & Cetak,32,164850,89850,96
DQ-AT-SPD,5/22/2025,Set Pulpen DQLab,Alat Tulis,20,149850,44850,52
DQ-M-STED,5/22/2025,Set Tulis Eksekutif DQLab,Merchandise,21,299850,209850,64
DQ-E-PMD,5/22/2025,Printer Mini DQLab,Elektronik,59,599850,524850,137
DQ-KC-KWD,5/22/2025,Kertas Warna DQLab,Kertas & Cetak,221,239850,209850,245
DQ-PM-PKD,5/22/2025,Papan Klip DQLab,Perlengkapan Meja,1,374850,134850,57
DQ-E-KBD,5/22/2025,Kalkulator Besar DQLab,Elektronik,59,149850,104850,71
DQ-O-MED,5/22/2025,Map Eksklusif DQLab,Organisasi,6,299850,209850,98
DQ-E-LMD,5/22/2025,Label Maker DQLab,Elektronik,63,299850,224850,100
DQ-AT-TRD,5/22/2025,Tipe-X Roller DQLab,Alat Tulis,139,44850,29850,151
DQ-PM-SBD,5/22/2025,Staples + Box DQLab,Perlengkapan Meja,20,74850,59850,33
DQ-M-GKD,5/22/2025,Gantungan Kunci DQLab,Merchandise,7,299850,134850,104
DQ-E-PLD,5/22/2025,Powerbank Logo DQLab,Elektronik,44,299850,269850,84
DQ-P-LCD,5/22/2025,Lakban + Cutter DQLab,Pengemasan,62,134850,119850,116
DQ-M-TLD,5/22/2025,Tumbler Logo DQLab,Merchandise,28,194850,164850,96
DQ-M-BAD,5/23/2025,Buku Agenda DQLab,Merchandise,82,239850,149850,136
DQ-M-TLD,5/23/2025,Termos Logo DQLab,Merchandise,41,194850,149850,125
DQ-AT-SND,5/23/2025,Sticky Notes DQLab,Alat Tulis,182,59850,29850,228
DQ-BC-NAD,5/23/2025,Notebook A5 DQLab,Buku Catatan,29,194850,149850,103
DQ-E-EKD,5/23/2025,Earphone Kantor DQLab,Elektronik,89,224850,104850,107
DQ-M-BMD,5/23/2025,Botol Minum DQLab,Merchandise,51,239850,179850,77
DQ-KC-KND,5/23/2025,Kartu Nama DQLab,Kertas & Cetak,92,104850,59850,166
DQ-AT-PMD,5/23/2025,Pulpen Metal DQLab,Alat Tulis,38,164850,149850,50
DQ-O-KSD,5/23/2025,Kotak Serbaguna DQLab,Organisasi,38,224850,164850,73
DQ-PM-BSD,5/23/2025,Bingkai Sertifikat DQLab,Perlengkapan Meja,59,314850,164850,121
DQ-O-RMD,5/23/2025,Rak Meja DQLab,Organisasi,39,179850,134850,79
DQ-E-HKD,5/23/2025,Headset Kantor DQLab,Elektronik,43,314850,224850,78
DQ-KC-LND,5/23/2025,Label Nama DQLab,Kertas & Cetak,18,164850,89850,50
DQ-M-MCD,5/23/2025,Mousepad Custom DQLab,Merchandise,18,89850,59850,57
DQ-M-MCD,5/23/2025,Mousepad Custom DQLab,Merchandise,18,89850,59850,57
DQ-AT-SPD,5/23/2025,Set Pulpen DQLab,Alat Tulis,26,149850,44850,45
DQ-M-STED,5/23/2025,Set Tulis Eksekutif DQLab,Merchandise,40,299850,209850,121
DQ-E-PMD,5/23/2025,Printer Mini DQLab,Elektronik,50,599850,524850,148
DQ-KC-KWD,5/23/2025,Kertas Warna DQLab,Kertas & Cetak,153,239850,209850,226
DQ-E-KBD,5/23/2025,Kalkulator Besar DQLab,Elektronik,33,149850,104850,64
DQ-M-TKD,5/23/2025,Tempat Kartu DQLab,Merchandise,26,149850,74850,50
DQ-E-LMD,5/23/2025,Label Maker DQLab,Elektronik,26,299850,224850,91
DQ-AT-TRD,5/23/2025,Tipe-X Roller DQLab,Alat Tulis,245,44850,29850,328
DQ-PM-SBD,5/23/2025,Staples + Box DQLab,Perlengkapan Meja,54,74850,59850,83
DQ-M-GKD,5/23/2025,Gantungan Kunci DQLab,Merchandise,5,299850,134850,61
DQ-E-PLD,5/23/2025,Powerbank Logo DQLab,Elektronik,59,299850,269850,155
DQ-P-LCD,5/23/2025,Lakban + Cutter DQLab,Pengemasan,161,134850,119850,223
DQ-E-TMD,5/23/2025,Timbangan Mini DQLab,Elektronik,62,224850,179850,124
DQ-M-TLD,5/23/2025,Tumbler Logo DQLab,Merchandise,2,194850,164850,12
DQ-M-BAD,5/24/2025,Buku Agenda DQLab,Merchandise,51,239850,149850,62
